,pve
0,0.1411930391217872
1,0.039644647845830217
2,0.014878038218225663
3,-0.0043767781969245925
4,-0.3502247291984344
5,0.6385861404675537
6,0.033455727329425
7,0.23110777162273277
8,0.3104601040006166
9,0.2894515755900206
10,-0.1771196478434431
11,-0.2648314466551861
12,0.12045713085683141
13,0.468023409920956
14,0.11068616319788198
15,-0.018592163316463618
16,0.02592750955516987
17,0.08339508485842419
18,0.04534738261666349
19,-0.22320997748631533
20,0.0708569759588189
21,0.05720663921618013
22,0.23329898990494563
23,0.028748820775631262
24,0.0018305794452638563
25,-0.1882606068115985
26,0.034240592052997496
27,0.23110777162273277
28,-0.09828107725485183
29,-0.1773542201786741
30,0.033062240645041735
31,0.12726321882075214
32,-0.0011025847858913973
33,0.04236235081615486
34,0.004310188536083468
35,0.0635797592662534
36,-0.27350514554636185
37,-0.1916344529968102
38,-1.7832629153296269
39,0.2133804458624286
40,-0.058571307882380824
41,0.01133552707064761
42,0.14160900468678567
43,0.04771260797851762
44,-0.024724902664916892
45,0.07729099393606716
46,-0.011650088233494567
47,0.03913182544203163
48,0.40962797799065187
49,0.033702410270789684
50,0.24649387713210097
51,-0.089532061947003
52,0.4236080150624042
53,-0.4460734959044466
54,-0.1701318518563586
55,0.08578761475024843
56,0.010468891681511293
57,0.09673535137326433
58,0.32877622644900023
59,0.16561588399443344
60,0.07569212190580932
61,0.06813168972979888
62,0.002499955432091274
63,-0.0071191676477550675
64,-0.7370193140264427
65,-0.22966324498241025
66,-0.468168116916321
67,0.05110958331575666
68,0.013370168271001404
69,0.003583529953456399
70,0.03230127584853084
71,0.040461662188624244
72,0.004310188536083468
73,0.07106545046429308
74,0.1193712834940967
75,0.21299707948331448
76,0.13559935269140916
77,-0.026008882092415142
78,0.1359955292916099
79,0.050610852332555384
80,0.24340750341316386
81,0.07587474622960286
82,-0.20675922305092137
83,0.03661899471108617
84,0.0817117944980959
85,0.31750863852647865
86,-0.3136830473199361
87,0.05804558203983362
88,0.010184250363315751
89,0.5432102211574907
90,-0.03560844056561113
91,0.0541500015497136
92,0.21257015654018568
93,0.014595482985751904
94,0.13658789801454893
95,0.005112207291456969
96,-0.0024405745093713117
97,0.025931502845937062
98,0.07628326962393578
99,0.002499955432091274
100,0.5251286294229884
101,0.03338790605641872
102,0.004536339099576674
103,0.13726735144675928
104,0.05176911043921456
105,0.24437003415164127
106,0.001918902522850166
107,-0.1493842908362069
108,0.008076628099733064
109,0.024078420391500835
110,0.07213384762544048
111,0.022416245638598023
112,0.01631070575235021
113,0.14246780467236914
114,0.9172257608887853
115,0.4718806568275047
116,0.13197760639778205
117,0.0601683635094709
118,0.23855694514441853
119,0.058389721545322015
120,-0.023929114460133474
121,0.37036769906744704
122,0.0018464650208994404
123,0.02600119447077104
124,0.10734886066782912
125,0.22903834713530147
126,0.1371881717736751
127,0.01666370104242075
128,0.01695307764631378
129,0.0418653858070764
130,0.012917611562285158
131,-0.2522972933991312
132,-3.0967551811947187
133,0.13867225301789143
134,-0.06343829559187505
135,-0.5036319063055457
136,0.16323989944963707
137,0.4151461531156223
138,0.0001681891627722809
139,0.06486692855274179
140,0.05659927788027007
141,-0.11883971091277254
142,0.08788721743420563
143,0.07752513321385249
144,0.4379087936041298
145,0.06384319911337445
146,0.2600256231451595
147,0.1126797597400987
