,pve
0,0.1558086292622805
1,0.4541135588550198
2,0.5978346665783857
3,0.6953891400614596
4,-0.40377602512496036
5,0.3933531751979801
6,0.6178002085780374
7,0.5695032145155631
8,0.5529229855675863
9,0.5643658947445378
10,0.33397886571387375
11,0.3632069541144959
12,-0.2977175106841564
13,0.6080766032131509
14,0.5720198176639952
15,0.6060383605806998
16,-0.4659725282697361
17,0.7342414678540028
18,0.6234272015958968
19,0.07914385623408138
20,0.48445668630252653
21,0.5961586326339045
22,0.2601743074461211
23,0.625256402212252
24,0.6314574003778103
25,-0.3872814421347538
26,0.7427869169997738
27,0.5695032145155631
28,0.4300891949211001
29,0.21825163037856504
30,0.6181771964834768
31,0.6621178058755718
32,0.6972160003234779
33,0.718153739846579
34,0.6303116728003814
35,0.7218037303237341
36,-0.5218826332669096
37,0.40516967003893717
38,-2.7159379300051305
39,0.5738386504636052
40,0.5996526631750999
41,0.7191677546027195
42,0.5810559304219999
43,0.7008446678322603
44,0.20151014750964835
45,0.5711520055293461
46,0.5814245903384232
47,0.6732754860036494
48,-0.13791912060964728
49,-2.139820270783151
50,0.5390867046511029
51,0.3147173977759153
52,0.011133371077120313
53,-0.06851719963038272
54,-0.8859774727918782
55,0.4125494116954323
56,0.7395473519070308
57,0.2875709980549202
58,0.4912606032011984
59,0.49621146480363715
60,0.3760163656302673
61,0.5587492480680187
62,0.6325634777512149
63,0.6797923480963776
64,-1.5709813813494424
65,0.44951179143807685
66,-2.523212355474233
67,0.42942392487534825
68,0.7190138731124298
69,0.3454458607133711
70,0.5874344837714959
71,0.603988963518741
72,0.6303116728003814
73,0.6112611831343989
74,0.40421341388718207
75,0.13863944761870906
76,0.43457697058551825
77,-0.35705874494497547
78,0.5589871378905653
79,0.695494820395327
80,0.6200982920969552
81,0.6590261654163023
82,0.4704884443942994
83,0.5773154997230481
84,0.7170137133642158
85,0.26532963394307335
86,-0.28931197803922293
87,0.5750153385324301
88,0.7297191154125133
89,-0.48205318963469257
90,0.41068450525049394
91,0.7016096244818065
92,0.42814978235300216
93,0.5944879855735413
94,0.3886435353887594
95,0.6297953977499743
96,0.6264937380707863
97,0.7367219365574502
98,0.21836408406437152
99,0.6325634777512149
100,0.2055333090642057
101,0.7283748282253065
102,0.6188441056606878
103,0.6051199853458414
104,0.497978988114454
105,-0.19443306743545763
106,0.6660395521448821
107,-0.004712052040191317
108,0.6313581109195909
109,0.725126430649294
110,0.6002160471804144
111,0.5692576963713967
112,0.7083760643920255
113,0.2856176880946442
114,-0.8003694555264976
115,0.48079563243069967
116,0.28605988895604756
117,0.6896055805043048
118,0.471533069520256
119,0.6400307375344467
120,0.6793010070845255
121,0.5681116252965023
122,0.6791392077934179
123,0.5861832300735712
124,0.2757030583755145
125,0.32800983982707244
126,0.5590559962594378
127,0.6233331880872819
128,0.7271458792023531
129,0.5861587872025181
130,0.7342585351842833
131,-0.31561313701601346
132,-4.218719262703781
133,0.6024315751000129
134,0.5542101610556492
135,-1.3005376766105505
136,0.5962884180551797
137,0.1499299529474818
138,0.3219469713960798
139,0.6202074547451956
140,0.7045060593022805
141,0.3521859100231784
142,0.7032846801524316
143,0.5994132726166371
144,-0.11203635555791269
145,0.736875795246189
146,0.4595238096741838
147,0.31092362766222326
148,0.5216384419698716
149,-0.015178108894790543
150,0.6923101737007147
151,0.6229364348926748
152,0.6394345534408292
153,0.7322537110648664
154,0.6307378735611541
155,0.6297953977499743
156,-3.41131464859675
157,0.6694504069450756
158,0.21399077714319248
159,-1.1647181732007406
160,0.6198582965990719
161,0.7365689110020304
162,0.611716286501115
163,0.6438231566204817
164,0.5932611973071755
165,0.08697753330509206
166,0.40928165889186247
167,0.5316737352157364
168,0.36584727145245854
169,0.7053627487624599
170,0.2663257984365703
171,0.590526442076022
172,0.7115619270511444
173,-2.9836994402475554
174,0.5956286290488493
175,-2.278571200073388
176,0.621680239565529
177,0.6797923480963776
178,-0.36727330833234995
179,-1.6386666677743769
180,0.5814245903384232
181,0.3494486687582715
182,0.7364020893374419
183,0.58201316332674
184,0.3504549704200051
185,0.6968468413928713
186,-0.025289724586588846
187,0.4175502833702953
188,0.5681036005531231
189,0.5673151883842157
190,0.10892597419626293
191,0.13463079244664888
192,0.7083760643920255
193,-0.015063877196374365
194,-0.2904329759079062
195,0.6797923480963776
196,0.5946723769050548
197,0.6066436509176397
198,0.6307618193307073
199,0.3904908603542225
200,-0.03557154840744958
201,0.5444537184271865
202,0.5702729172062736
203,0.29837227213872697
204,0.37107517608514373
205,0.7168164519726222
206,0.43983610949293533
207,0.19953621310614522
