,id_scenario,threshold,metric,high_low,value_metric,acc_test,acc_train_mean,acc_train_sd,log_loss_test,log_loss_train_mean,log_loss_train_sd,portion_pos,portion_unpr
0,0,"5,-0.38",Equalized Odd,High,0.08660636523153165,0.8104380447975285,0.8049131315417326,0.0034141526853026,0.4368170578627982,0.4394287612183313,0.0040716250467314,0.4355016538037486,0.5600882028665931
1,0,"10,-0.22",Equalized Odd,High,0.11035511590480214,0.8104380447975285,0.8049131315417326,0.0034141526853026,0.4368170578627982,0.4394287612183313,0.0040716250467314,0.6732673267326733,0.31353135313531355
2,0,"15,-0.12",Equalized Odd,High,0.1255143723909226,0.8104380447975285,0.8049131315417326,0.0034141526853026,0.4368170578627982,0.4394287612183313,0.0040716250467314,0.6456953642384106,0.3344370860927152
3,0,"20,-0.05",Equalized Odd,High,0.12799918169757613,0.8104380447975285,0.8049131315417326,0.0034141526853026,0.4368170578627982,0.4394287612183313,0.0040716250467314,0.5398230088495575,0.4280973451327434
4,0,"25,-0.02",Equalized Odd,High,0.1226276607743656,0.8104380447975285,0.8049131315417326,0.0034141526853026,0.4368170578627982,0.4394287612183313,0.0040716250467314,0.3973509933774834,0.5805739514348786
5,0,"30,-0.0",Equalized Odd,High,0.10364120784059412,0.8104380447975285,0.8049131315417326,0.0034141526853026,0.4368170578627982,0.4394287612183313,0.0040716250467314,0.4271523178807947,0.5695364238410596
6,0,"35,0.0",Equalized Odd,High,0.09767854395931783,0.8104380447975285,0.8049131315417326,0.0034141526853026,0.4368170578627982,0.4394287612183313,0.0040716250467314,0.6718061674008811,0.5440528634361234
7,0,"40,0.01",Equalized Odd,High,0.12377894042909193,0.8104380447975285,0.8049131315417326,0.0034141526853026,0.4368170578627982,0.4394287612183313,0.0040716250467314,0.5628415300546448,0.4907103825136612
8,0,"45,0.02",Equalized Odd,High,0.13438090105970485,0.8104380447975285,0.8049131315417326,0.0034141526853026,0.4368170578627982,0.4394287612183313,0.0040716250467314,0.39111111111111113,0.43555555555555553
9,0,"50,0.03",Equalized Odd,High,0.1811602366539494,0.8104380447975285,0.8049131315417326,0.0034141526853026,0.4368170578627982,0.4394287612183313,0.0040716250467314,0.41611479028697573,0.3973509933774834
10,0,"55,0.04",Equalized Odd,High,0.17746453138373217,0.8104380447975285,0.8049131315417326,0.0034141526853026,0.4368170578627982,0.4394287612183313,0.0040716250467314,0.4146341463414634,0.4623059866962306
11,0,"60,0.05",Equalized Odd,High,0.1912606424367365,0.8104380447975285,0.8049131315417326,0.0034141526853026,0.4368170578627982,0.4394287612183313,0.0040716250467314,0.4790748898678414,0.5044052863436124
12,0,"65,0.07",Equalized Odd,High,0.1609800548569561,0.8104380447975285,0.8049131315417326,0.0034141526853026,0.4368170578627982,0.4394287612183313,0.0040716250467314,0.5192519251925193,0.55995599559956
13,0,"70,0.09",Equalized Odd,High,0.24933282251909278,0.8104380447975285,0.8049131315417326,0.0034141526853026,0.4368170578627982,0.4394287612183313,0.0040716250467314,0.5761589403973509,0.5596026490066225
14,0,"75,0.12",Equalized Odd,High,0.32498915913232773,0.8104380447975285,0.8049131315417326,0.0034141526853026,0.4368170578627982,0.4394287612183313,0.0040716250467314,0.5897155361050328,0.5809628008752735
15,0,"80,0.16",Equalized Odd,High,0.3295964080419488,0.8104380447975285,0.8049131315417326,0.0034141526853026,0.4368170578627982,0.4394287612183313,0.0040716250467314,0.5966480446927375,0.5921787709497207
16,0,"85,0.21",Equalized Odd,High,0.35101878548660725,0.8104380447975285,0.8049131315417326,0.0034141526853026,0.4368170578627982,0.4394287612183313,0.0040716250467314,0.6070640176600441,0.6059602649006622
17,0,"90,0.32",Equalized Odd,High,0.3563357068996167,0.8104380447975285,0.8049131315417326,0.0034141526853026,0.4368170578627982,0.4394287612183313,0.0040716250467314,0.5529801324503312,0.5496688741721855
18,0,"95,0.48",Equalized Odd,High,0.25496330323670735,0.8104380447975285,0.8049131315417326,0.0034141526853026,0.4368170578627982,0.4394287612183313,0.0040716250467314,0.5165562913907285,0.5154525386313465
19,0,"100,1.93",Equalized Odd,High,,0.8104380447975285,0.8049131315417326,0.0034141526853026,0.4368170578627982,0.4394287612183313,0.0040716250467314,0.523704520396913,0.5248070562293274
20,0,"5,-0.38",Equalized Odd,Low,0.2671817728906445,0.8104380447975285,0.8049131315417326,0.0034141526853026,0.4368170578627982,0.4394287612183313,0.0040716250467314,0.4355016538037486,0.5600882028665931
21,0,"10,-0.22",Equalized Odd,Low,0.380593188962593,0.8104380447975285,0.8049131315417326,0.0034141526853026,0.4368170578627982,0.4394287612183313,0.0040716250467314,0.6732673267326733,0.31353135313531355
22,0,"15,-0.12",Equalized Odd,Low,0.36882412757102945,0.8104380447975285,0.8049131315417326,0.0034141526853026,0.4368170578627982,0.4394287612183313,0.0040716250467314,0.6456953642384106,0.3344370860927152
23,0,"20,-0.05",Equalized Odd,Low,0.2782665568762596,0.8104380447975285,0.8049131315417326,0.0034141526853026,0.4368170578627982,0.4394287612183313,0.0040716250467314,0.5398230088495575,0.4280973451327434
24,0,"25,-0.02",Equalized Odd,Low,0.1921640535841514,0.8104380447975285,0.8049131315417326,0.0034141526853026,0.4368170578627982,0.4394287612183313,0.0040716250467314,0.3973509933774834,0.5805739514348786
25,0,"30,-0.0",Equalized Odd,Low,0.11585147944902316,0.8104380447975285,0.8049131315417326,0.0034141526853026,0.4368170578627982,0.4394287612183313,0.0040716250467314,0.4271523178807947,0.5695364238410596
