,id_scenario,threshold,metric,high_low,value_metric,acc_test,acc_train_mean,acc_train_sd,log_loss_test,log_loss_train_mean,log_loss_train_sd,portion_pos,portion_unpr
0,0,"5,-0.83",Equalized Odd,High,0.06391128401110413,0.8102173673176652,0.8042274992521617,0.0027427660842887,0.4351818790693545,0.4399164409266489,0.0039909013946423,0.49173098125689085,0.4807056229327453
1,0,"10,-0.48",Equalized Odd,High,0.07817842139539545,0.8102173673176652,0.8042274992521617,0.0027427660842887,0.4351818790693545,0.4399164409266489,0.0039909013946423,0.5033112582781457,0.48233995584988965
2,0,"15,-0.31",Equalized Odd,High,0.08971837128125029,0.8102173673176652,0.8042274992521617,0.0027427660842887,0.4351818790693545,0.4399164409266489,0.0039909013946423,0.5429515418502202,0.43502202643171806
3,0,"20,-0.18",Equalized Odd,High,0.09963981590310225,0.8102173673176652,0.8042274992521617,0.0027427660842887,0.4351818790693545,0.4399164409266489,0.0039909013946423,0.6,0.40994475138121544
4,0,"25,-0.09",Equalized Odd,High,0.11466450361882936,0.8102173673176652,0.8042274992521617,0.0027427660842887,0.4351818790693545,0.4399164409266489,0.0039909013946423,0.6203090507726269,0.46467991169977924
5,0,"30,0.01",Equalized Odd,High,0.132868501694244,0.8102173673176652,0.8042274992521617,0.0027427660842887,0.4351818790693545,0.4399164409266489,0.0039909013946423,0.6460859977949284,0.48180815876515987
6,0,"35,0.09",Equalized Odd,High,0.14693894777882316,0.8102173673176652,0.8042274992521617,0.0027427660842887,0.4351818790693545,0.4399164409266489,0.0039909013946423,0.5986769570011026,0.5468577728776185
7,0,"40,0.14",Equalized Odd,High,0.14747426650723205,0.8102173673176652,0.8042274992521617,0.0027427660842887,0.4351818790693545,0.4399164409266489,0.0039909013946423,0.5900552486187846,0.569060773480663
8,0,"45,0.2",Equalized Odd,High,0.17818933500980413,0.8102173673176652,0.8042274992521617,0.0027427660842887,0.4351818790693545,0.4399164409266489,0.0039909013946423,0.5757906215921483,0.5278080697928026
9,0,"50,0.25",Equalized Odd,High,0.20465977224336243,0.8102173673176652,0.8042274992521617,0.0027427660842887,0.4351818790693545,0.4399164409266489,0.0039909013946423,0.6662983425414365,0.6519337016574586
10,0,"55,0.3",Equalized Odd,High,0.22458696902445774,0.8102173673176652,0.8042274992521617,0.0027427660842887,0.4351818790693545,0.4399164409266489,0.0039909013946423,0.47767857142857145,0.5491071428571429
11,0,"60,0.36",Equalized Odd,High,0.2662089503841885,0.8102173673176652,0.8042274992521617,0.0027427660842887,0.4351818790693545,0.4399164409266489,0.0039909013946423,0.5336273428886439,0.5501653803748622
12,0,"65,0.4",Equalized Odd,High,0.30718710556900014,0.8102173673176652,0.8042274992521617,0.0027427660842887,0.4351818790693545,0.4399164409266489,0.0039909013946423,0.5336273428886439,0.545755237045204
13,0,"70,0.45",Equalized Odd,High,0.29681470030907176,0.8102173673176652,0.8042274992521617,0.0027427660842887,0.4351818790693545,0.4399164409266489,0.0039909013946423,0.456353591160221,0.48839779005524864
14,0,"75,0.5",Equalized Odd,High,0.30624209900242616,0.8102173673176652,0.8042274992521617,0.0027427660842887,0.4351818790693545,0.4399164409266489,0.0039909013946423,0.5562913907284768,0.6247240618101545
15,0,"80,0.54",Equalized Odd,High,0.33186553449127365,0.8102173673176652,0.8042274992521617,0.0027427660842887,0.4351818790693545,0.4399164409266489,0.0039909013946423,0.5109170305676856,0.5218340611353712
16,0,"85,0.58",Equalized Odd,High,0.2461644617381503,0.8102173673176652,0.8042274992521617,0.0027427660842887,0.4351818790693545,0.4399164409266489,0.0039909013946423,0.4124168514412417,0.45454545454545453
17,0,"90,0.61",Equalized Odd,High,0.38389291951679005,0.8102173673176652,0.8042274992521617,0.0027427660842887,0.4351818790693545,0.4399164409266489,0.0039909013946423,0.5182724252491694,0.5559246954595792
18,0,"95,0.64",Equalized Odd,High,0.5204094940010433,0.8102173673176652,0.8042274992521617,0.0027427660842887,0.4351818790693545,0.4399164409266489,0.0039909013946423,0.3439911797133407,0.39691289966923926
19,0,"100,0.69",Equalized Odd,High,,0.8102173673176652,0.8042274992521617,0.0027427660842887,0.4351818790693545,0.4399164409266489,0.0039909013946423,0.3584070796460177,0.37168141592920356
20,0,"5,-0.83",Equalized Odd,Low,0.14845162447021165,0.8102173673176652,0.8042274992521617,0.0027427660842887,0.4351818790693545,0.4399164409266489,0.0039909013946423,0.49173098125689085,0.4807056229327453
21,0,"10,-0.48",Equalized Odd,Low,0.19034197370414369,0.8102173673176652,0.8042274992521617,0.0027427660842887,0.4351818790693545,0.4399164409266489,0.0039909013946423,0.5033112582781457,0.48233995584988965
22,0,"15,-0.31",Equalized Odd,Low,0.15772737497719969,0.8102173673176652,0.8042274992521617,0.0027427660842887,0.4351818790693545,0.4399164409266489,0.0039909013946423,0.5429515418502202,0.43502202643171806
23,0,"20,-0.18",Equalized Odd,Low,0.11433190066457512,0.8102173673176652,0.8042274992521617,0.0027427660842887,0.4351818790693545,0.4399164409266489,0.0039909013946423,0.6,0.40994475138121544
24,0,"25,-0.09",Equalized Odd,Low,0.10765076035648645,0.8102173673176652,0.8042274992521617,0.0027427660842887,0.4351818790693545,0.4399164409266489,0.0039909013946423,0.6203090507726269,0.46467991169977924
25,0,"30,0.01",Equalized Odd,Low,0.08709197930530549,0.8102173673176652,0.8042274992521617,0.0027427660842887,0.4351818790693545,0.4399164409266489,0.0039909013946423,0.6460859977949284,0.48180815876515987
