id_scenario,acc_train_mean,acc_train_sd,acc_test,f1_train_mean,f1_train_sd,f1_test,log_loss_train_mean,log_loss_train_sd,log_loss_test,demp,eqopp,eqodd
0,0.5688243432866577,0.0086915801592584,0.5787528868360278,0.6208286287706996,0.016864077267781802,0.6089193825042881,0.6803145482823151,0.0040855719224852345,0.6749552045774212,-0.4476180257510729,-0.4012775449506557,0.43578149086954354
1,0.6254668380614077,0.010833500740007685,0.6193995381062356,0.6433475098738983,0.011625628753684005,0.6327985739750447,0.644135115307514,0.005815298380513126,0.6510557598401936,-0.43952789699570816,-0.4123191834527511,0.4166256073021953
2,0.6272509788144325,0.011805266649361148,0.6161662817551963,0.6502397083590569,0.011645991424113314,0.6407263294422827,0.6430230270099621,0.01127374092688272,0.6617324482509257,-0.29667381974248924,-0.27909287549006356,0.27217292383291103
3,0.6173517549971053,0.005779314513406754,0.6166281755196305,0.6432932527034346,0.02718064145717589,0.622040072859745,0.6630464304427833,0.011341358913848042,0.6652922739752097,-0.30046781115879834,-0.3133398675138569,0.2750389691712345
4,0.6199228723665231,0.005646344297638584,0.5824480369515012,0.6814381622687604,0.008071217988160306,0.6454901960784313,0.6579022999997433,0.01403957705252343,0.6716994005849054,-0.23447639484978544,-0.2097336758145194,0.21797318874090776
5,0.4899967618169151,0.01445349174784949,0.5117782909930716,0.13612018288700195,0.30437398204503996,0.6708190594830271,0.7020625906049127,0.01372826549290585,0.6968333567371408,0.04300000000000004,0.02108963093145866,0.04650769249589176
6,0.583283713901618,0.007844717790951044,0.5935334872979214,0.5789020095790605,0.016094045690945222,0.5833333333333334,0.6691490904739341,0.002160637691034901,0.667096600701037,-0.4822145922746781,-0.4753109368662972,0.4659671287148084
7,0.6312119636145973,0.006703534104678639,0.6193995381062356,0.6518965539483911,0.007384957927003628,0.6382791922739245,0.6419584284447438,0.00897928222743023,0.653105990762786,-0.3378669527896996,-0.3023354062457754,0.3136202652193283
8,0.6141824568978206,0.004988960890025894,0.6046189376443418,0.6222512302996033,0.022396228287612265,0.6188780053428317,0.6691062996792586,0.009961004344787541,0.6735112516244004,-0.27055793991416316,-0.24609639042855214,0.24873031179910673
9,0.5967525929996369,0.012480477989176312,0.6018475750577367,0.6111969320603321,0.01177740059871963,0.6168888888888889,0.7331023564442096,0.027745550304051608,0.721643757330059,-0.2726995708154507,-0.2517000135189942,0.2515267275638281
10,0.6179416930791196,0.010692943840958175,0.6083140877598152,0.6641193064793601,0.03850979638624563,0.56153050672182,0.6469150085692039,0.009594167111450285,0.6595350408664983,-0.428725321888412,-0.4316682438826552,0.40748864810187
11,0.5208943272919958,0.04971009417988114,0.5030023094688222,0.3811293332137993,0.3523773110490009,0.6693300553165336,0.6971008682709604,0.012723972934898969,0.6967490149852126,0.0,0.0,0.0
12,0.6078409168964468,0.007191082675909043,0.5976905311778291,0.6088271467369389,0.014320543845458411,0.5961984237366712,0.6565780668921174,0.0039425832993546465,0.659622772058968,-0.47332188841201717,-0.47123496011896715,0.4557815117866729
13,0.6322014738639374,0.008917595716175208,0.6235565819861432,0.6531357543656564,0.009244052084729603,0.6392208942009738,0.641687407024526,0.009266561435087877,0.6520628186991546,-0.32072532188841196,-0.29722860619169933,0.29482556588834596
14,0.6082397040496914,0.009717305952978896,0.6055427251732102,0.6105244015968607,0.04188582367012694,0.6522801302931596,0.6900716687146283,0.018475067730047423,0.6784301225581405,-0.17950214592274671,-0.1563471677707179,0.15613541773129141
15,0.6042810742917701,0.015837266855779686,0.5824480369515012,0.6149555465025589,0.03519320485911516,0.5905797101449275,0.7767190770294318,0.027104581122869266,0.8123035120700053,-0.17866523605150214,-0.1631641205894282,0.16081190255806418
16,0.6280426655153127,0.014858536833696916,0.6115473441108545,0.6805353705108846,0.01921263230644949,0.5667181865018033,0.6488773642232377,0.0074151744304287726,0.6607881789232748,-0.5007682403433477,-0.5139009057726105,0.479569564740835
17,0.5311917495020066,0.052075639770012415,0.502540415704388,0.47159890434471596,0.28633665646000966,0.667900092506938,0.6903416396248987,0.011577537281375429,0.7174559732248117,-0.009442060085836923,-0.011538461538461497,0.009645199761478818
18,0.623286265197382,0.01787431421438718,0.607852193995381,0.6389733020567037,0.01861546083526904,0.6204738489047832,0.6493549828176415,0.006031353461295218,0.6550541009913324,-0.4808454935622318,-0.4504495065567121,0.46161389696799077
19,0.6304192956461157,0.007962614505855878,0.6212471131639723,0.6534118170937215,0.004984502815139277,0.6387665198237886,0.6382125890944748,0.008678672182840236,0.6481450809346262,-0.3558841201716738,-0.3356259294308504,0.33104611639081505
20,0.6058605226231245,0.01311851317761395,0.6106235565819862,0.623304212175212,0.03021255906988722,0.6148926450433988,0.6771678317959725,0.024054928005672275,0.6910067755636963,-0.36408583690987123,-0.36201500608354736,0.3415625489958376
21,0.6090327645252137,0.017246551136231136,0.5944572748267898,0.5966266405117266,0.03802969703192925,0.6398687448728465,0.7626439758676138,0.05962348681573635,0.8533825577772232,-0.18937768240343344,-0.15256522914695148,0.16933644647692725
22,0.5832640885495883,0.05746091958232512,0.6198614318706698,0.4841500058372797,0.28674008495271475,0.5870546914199699,0.6725688855179288,0.016146870223331337,0.6570306258954663,-0.44869957081545064,-0.44659321346491826,0.4249962775898486
23,0.4903928014208755,0.014785518615055341,0.5030023094688222,0.1362924281984334,0.3047591342702063,0.6693300553165336,0.6964378426222824,0.0017552701775205286,0.6931354604631116,0.0,0.0,0.0
24,0.6246755438675681,0.011591157212846185,0.6087759815242494,0.6514514607001807,0.014284155656017502,0.6273647162340519,0.6437061539229698,0.0065674770764795765,0.6517631969043246,-0.505695278969957,-0.46543869136136273,0.48689478049065993
25,0.6226967196224082,0.006951330682463921,0.618013856812933,0.6414851836730129,0.00636251528647813,0.6306386779812417,0.6558783688124176,0.010377166438743009,0.6579665093533688,-0.3286008583690987,-0.33167838312829523,0.3035395099151971
26,0.5971488288571176,0.008090723722056875,0.6009237875288683,0.6196850759736179,0.03175584343669219,0.6043956043956044,0.7333794812686941,0.03105118164188556,0.7424607757597903,-0.36466094420600853,-0.3391679059078005,0.3452256011849836
27,0.6074450735460067,0.007524999927612074,0.605080831408776,0.602861026189796,0.031776592041855706,0.5748383888612629,0.953032139467429,0.17244623146526583,0.9207333459841628,-0.30873819742489267,-0.29443017439502506,0.2869586077644292
28,0.6001208921685033,0.048893521895247836,0.6069284064665127,0.6643944666126401,0.032314536985141556,0.6377181779480631,0.6658399860697453,0.019706371055346505,0.6653156700655922,-0.32895708154506437,-0.2968331756117345,0.30771981268401255
29,0.5096071985791245,0.014785518615055336,0.5030023094688222,0.5447419442992347,0.304520215047097,0.6693300553165336,0.6974628217392523,0.006132026763968946,0.693134322435531,0.0,0.0,0.0
30,0.6335866312101973,0.012449246566521495,0.6198614318706698,0.6588002580110067,0.013835991870234687,0.637604579480405,0.6424432367547683,0.005389337088885168,0.649769774099269,-0.4070600858369099,-0.3669933756928485,0.383885184042399
31,0.613984829602881,0.01442907453579295,0.6073903002309469,0.6282058605644272,0.016883479085950056,0.6136363636363635,0.6736063673001836,0.013378417167308724,0.6964084461756193,-0.28588412017167386,-0.28087738272272544,0.2630524074353928
32,0.5945704501074488,0.009271361013582611,0.5842956120092379,0.605750192067398,0.022239367990283945,0.5841035120147874,0.8341184650254944,0.0503106296311658,0.8307471150121414,-0.2740429184549356,-0.260514397728809,0.25712099137865835
33,0.5939773719691097,0.01657318716183202,0.5833718244803695,0.6086636971112932,0.028060181009053088,0.5808550185873605,1.0978122992803818,0.12278613946953919,1.2058330999520381,-0.19142489270386265,-0.18564282817358385,0.1732437238405645
34,0.6248741524301092,0.01699674253531981,0.607852193995381,0.6798611871309911,0.01662506241338307,0.6580749093838099,0.6583747917760335,0.012866227080805136,0.6605396904606863,-0.26411158798283263,-0.2323137758550764,0.2417149015608769
35,0.5046568997831399,0.019840582699210702,0.5030023094688222,0.40849815124623184,0.37290631338289487,0.6693300553165336,0.6960373959681644,0.002293372366256721,0.694781566375854,0.0,0.0,0.0
36,0.6280430580223533,0.010160874690484063,0.6152424942263279,0.6459662532838553,0.014758665439024318,0.6309260079751883,0.6445744286299092,0.005509436472618834,0.6512816751527489,-0.4135021459227468,-0.3827092064350412,0.3913582004045203
37,0.6223006800184478,0.0050013170641149945,0.6101616628175519,0.6411482875384682,0.009419626500813804,0.6314410480349344,0.6479910324401499,0.009349733577478916,0.6661232230332289,-0.2736738197424892,-0.2695417060970664,0.24998515546404426
38,0.6088319971739493,0.011543306011364121,0.5958429561200924,0.6125928899513565,0.024756123492552896,0.5954692556634305,0.7137057686493498,0.01800180487415193,0.7473165596231428,-0.17826609442060082,-0.17854873597404353,0.15654536206964917
39,0.6040779518982622,0.00895508139378474,0.5949191685912241,0.5443277921050407,0.06126291166774608,0.6015447523852793,0.7295098239885824,0.043140084907583906,0.7945734592612171,-0.27015879828326184,-0.2727524672164391,0.2500725231098293
40,0.5345576936286295,0.04045980706992223,0.5030023094688222,0.6839778887664605,0.006349581185772254,0.6693300553165336,0.6865264396285152,0.014067612422377428,0.6960055982169749,0.0,0.0,0.0
41,0.5032705649157582,0.017905687582562353,0.5030023094688222,0.4086217614122327,0.3730190513418596,0.6693300553165336,0.6993902349561455,0.006614265829775907,0.6932395905937294,0.0,0.0,0.0
42,0.6250719759785691,0.006607236499520998,0.623094688221709,0.6500526611060565,0.008479656696284091,0.6411609498680738,0.6413443470276525,0.006995988349259195,0.6489111624001825,-0.39333476394849787,-0.37210017574692444,0.36863610560759413
