,pve
0,-0.06628461488834314
1,-0.031333546829190984
2,-0.12251277298767005
3,-0.07504416253067347
4,0.09045106552654725
5,-0.012421530510825729
6,-0.24165011048294605
7,0.024407825554641438
8,0.03279706105345448
9,0.043028706223310675
10,0.0503750980793245
11,0.12244618958226583
12,-0.044190717537346824
13,-0.2026509555564312
14,-0.0109409230565998
15,0.04755097747264081
16,0.047016573918019
17,-0.031106844794573124
18,-0.021431662241312432
19,0.05052555698980121
20,0.02226682235825128
21,-0.10648586279081435
22,0.013651116081467574
23,0.04494740251480667
24,0.04212863623204699
25,-0.05768830732578778
26,0.22059474871992324
27,0.012120648251883914
28,0.18593068653119194
29,0.0012329513397528746
30,-0.02427372850796622
31,0.004465237534695632
32,-0.08246893406195999
33,-0.01648886885665013
34,-0.02623791962513833
35,-0.05157159610959612
36,0.11450568407250411
37,-0.03699961748444103
38,-0.01609800861187788
39,-0.13122583491609352
40,-0.19140272603518615
41,-0.002938107883037777
42,-0.004535457921567343
43,-0.03454036762211987
44,-0.09033918209870428
45,-0.024939709203258387
46,0.04736778062750413
47,-0.04767540912856638
48,0.06371155408687956
49,-0.055451608272053116
50,0.005787178062922282
51,0.07205182345489586
52,0.1751906741181215
53,-0.027908009098945197
54,0.23286890360706503
55,0.054100486772399425
56,0.05444741784935869
57,-0.02733254908005095
58,0.12898585574229005
59,-0.012705968581407545
60,0.0745028215977549
61,0.07848833681762879
62,-0.024026953665426287
63,-0.045866697918078736
64,-0.02056545247024577
65,-0.00041214974766271006
66,0.002996867869704406
67,0.016361589312102104
68,-0.004327545345644945
69,0.04716111200212225
70,-0.03992527125049039
71,-0.009891571169183655
72,-0.21268216327905642
73,0.08594749440038252
74,0.03866739548849035
75,-0.05572251969725328
76,-0.009954570768783033
77,0.00024159806011314622
78,0.07717554420188877
79,-0.021654191605106288
80,-0.015240576057502508
81,0.018730688285582164
82,-0.0031673200863593376
83,-0.03516347993966662
84,-0.0576572065409271
85,-0.11377603395444824
86,0.03506215537201621
87,-0.03105700119695351
88,0.12802514881161386
89,0.04834970862072474
90,-0.04073828506811604
91,0.1350897276946017
92,-0.07537821731848349
93,0.02074923425854336
94,0.16136059211958909
95,0.01760252452044836
96,-0.07319336471964277
97,-0.00025536715197282955
98,-0.0951814435161728
99,-0.009891571169183655
100,0.051455406875517085
101,-0.06479059883775384
102,-0.05276895913041335
103,-0.008071058055061475
104,0.003241589151882718
105,-0.012660334827375386
106,-0.08836644612803024
107,0.05290115731594025
108,0.05121698340997399
109,0.0630234545743551
110,-0.12268408045698626
111,-0.024341366871211523
112,-0.08575898954937566
113,-0.051623276777105195
114,0.049920738538962506
115,-0.01898151029533568
116,0.025690789263428493
117,0.006002939136357077
118,0.16179659892503173
119,-0.12300336677724977
120,-0.007223771920368605
121,0.04314356803237829
122,-0.00031790188938729536
123,0.028235367194043903
124,-0.023967000199852206
125,0.06155192707532742
126,0.09920584722515535
127,-0.03738423400785851
128,0.05006852163139541
129,-0.4704919151820459
130,0.0126267445556274
131,-0.12084657291871581
132,0.006005127301412394
133,-0.0471640886117613
134,0.05039928720698339
135,0.03424955353606263
136,0.023212832285548712
137,0.014467283357775695
138,0.03146024779525436
139,0.04633007887544244
140,0.1508603162807547
141,-0.008305300782561753
142,-0.008158292362974495
143,0.09678301819083868
144,0.0462763067613613
145,0.092072970998336
146,0.05499059539573431
147,-0.11140005394116914
148,-0.09870477461808902
149,-0.0411869576600159
150,0.05234943259539149
151,0.12244618958226583
152,0.058543452422977094
153,0.07203226997978479
154,0.02495903668098806
155,0.08105582299825342
156,0.19449556785884958
157,0.02017307706415583
158,0.021595319909892885
159,0.044633679743491694
160,-0.014905894289317656
161,-0.044190717537346824
162,-0.04032015948996931
163,-0.02285899496575633
164,-0.03025957501100257
165,-0.0445596870922178
166,-0.04543703842500829
167,0.0014790589542910404
168,-0.01925751189906294
169,-0.015963120776348982
170,0.13971624177115366
171,0.07158677804609026
172,-0.02190514852666864
173,0.04308357922996897
174,0.013631287488608562
175,-0.20487690594264385
176,-0.06701026707825514
177,-0.1503021124170253
178,0.00022366612572971567
179,-0.1000866170211615
180,0.002986950634915997
181,-0.0702869107625137
182,0.027020608641142863
183,0.007176666296361461
184,0.0626220407734992
185,0.07766512387277474
186,0.0034966123256675863
187,0.03302014022540825
188,-0.03335791881287953
189,-0.011647092596245828
190,0.042005913591853905
191,-0.02722237589258314
192,0.05220260937868565
193,0.17371850085146134
194,-0.05334295938840719
195,0.046318616760072095
196,-0.015548046596237874
197,0.0024637488719802814
198,0.012343011652467706
199,-0.005370079291510954
200,0.05282975772196741
201,0.138664473123008
202,-0.03602722608128878
203,0.010435955331429131
204,-0.013420792220945277
205,-0.02226492158381288
206,0.05415445183237466
207,-0.019123889715612186
208,-0.046809205132487874
209,0.025494347412024387
210,0.08084763571329812
211,-0.004774864820062175
212,0.051896078603119344
213,0.09116376509355831
214,-0.026794444003227003
215,-0.05089173831705929
216,-0.037709878442820255
217,0.21380085688489125
218,0.2671461134243829
219,0.11608209542087067
220,0.09642268089653305
221,0.004628766576521032
222,0.003278915312955488
223,-0.025818088754308022
224,-0.23598781567002536
225,0.019659511477921
226,-0.02798062979857152
227,-0.08246893406195999
228,-0.03520222443137455
229,-0.015159816566491457
230,-0.0014975342174332051
231,-0.05703080114736492
232,0.07168834866629326
233,0.03625070308812073
234,-0.019092653013450797
235,0.01199697170989239
236,0.03407779225704782
237,-0.03178792131249086
238,0.06314044585156753
239,0.02405869133242211
240,0.022750689394667067
241,-0.03649037160784835
242,0.04694629231897707
243,-0.10170763296793517
244,0.016224761852832503
245,-0.23065082886899846
246,-0.23154596846405417
247,0.15797675082656237
248,0.002570939472424455
249,-0.030248523242551728
250,-0.0035632124926014974
251,-0.07849193389127024
252,-0.014204022216854684
253,-0.06788324237114984
254,-0.018315588175547348
255,-0.03135124544886392
256,-0.23865535046194253
257,0.2549911750240992
258,-0.13008916632128875
259,0.0011068735965439613
260,0.0604699781683537
261,-0.007920830725301115
262,0.06194231150384072
263,0.006553610043302488
264,0.002992731933128101
265,0.022356078309323846
266,-0.009470349134604983
267,-0.008364694326726485
268,0.26865057294584715
269,-0.006930729985453021
270,-0.13008916632128875
271,-0.03697402948617737
272,-0.01568910270631707
273,0.0016419278422341865
274,0.16811595437535898
275,-0.012736416189313704
276,-0.09432916987327178
277,0.1847334790819518
