,pve
0,0.276987814883949
1,-0.21978414351749265
2,-0.09653404288160417
3,1.3319737485841403
4,0.27751281648451653
5,0.2762038490107539
6,0.274587922195531
7,1.0184555056789741
8,0.27555490818053313
9,0.2603879134362645
10,1.1768186550424269
11,-0.45100446222392937
12,0.2716234836794418
13,-0.06313483930234254
14,0.5604274493140918
15,1.2491052128369473
16,0.2769787522028248
17,-0.3980505523308357
18,0.2779584920084221
19,1.089349469893776
20,0.9152395132756885
21,0.27465080736706526
22,0.2774270659697822
23,0.25614450819562
24,-0.1262121684867598
25,0.5111842221655741
26,0.27780179098501173
27,0.27233399501482314
28,-0.01666818475353682
29,0.21366613623811972
30,1.2947570369554415
31,0.23383020125567894
32,0.1813927822036792
33,0.16892371334023715
34,0.26679732681342055
35,-0.05063382167738728
36,0.9184077586439864
37,0.2733396484081273
38,0.2761672212124105
39,0.27646477304690803
40,1.1058728964756217
41,0.7851217221154523
42,0.020469722928191658
43,0.21113948951184663
44,0.2765219361453412
45,0.4082574149344238
46,0.23463960097772502
47,-0.27018514382116693
48,0.2776745160150926
49,0.1904150137102289
50,0.27778330468705237
51,0.2628981228615717
52,0.2685594173244471
53,1.3878821857736965
54,0.21817207063804417
55,0.2753711314595321
56,-0.06863855951412562
57,1.1148543635015185
58,1.1575309938042855
59,0.05296817155073308
60,0.09972506547954557
61,0.19616122173305414
62,0.24305550336060935
63,0.2734706555551935
64,0.23651398726718612
65,0.241463623426872
66,1.4123052802937872
67,0.27774093236913466
68,0.19707498253170047
69,-0.28405445076180286
70,1.4089603931115586
71,-0.4421402675745862
72,0.0851176373668564
73,0.274218010161261
74,-0.24440369762887243
75,0.2773896323429273
76,-0.2797449094699968
77,0.12675891411748985
78,-0.22693783634812342
79,0.2719533635717431
80,-0.41046479880844305
81,0.2600948818953732
82,0.23349014841734805
83,1.4152736565819082
84,-0.051815133297680616
85,0.19988873283027442
86,0.2781292566140607
87,0.5101884769607617
88,0.2721598676140414
89,1.2261395549563134
90,0.25281478495058646
91,0.27724457047833123
92,1.10394473768106
93,0.05107752387025055
94,0.20520706339256806
95,0.27646354085854324
96,0.26961793417422025
97,0.12308911392647473
98,0.30141518539501666
99,0.273774023782727
100,-0.20921374824071448
101,0.2764869650464008
102,0.2758785099782803
103,0.26363178292882916
104,0.2694374699227486
105,0.2758864347419297
106,-0.1990871999934054
107,0.2725567578069857
108,0.27761227040240255
109,0.27719251570942705
110,0.2752167027323964
111,0.0726844519394172
112,-0.09889321391299455
113,0.27800523313093944
114,-0.23732369790728108
115,0.27579387980888515
116,-0.10348212041319271
117,0.27737452283477687
118,0.23457309350955072
119,-0.8690528571745304
120,0.12294913380166436
121,0.2776671897413732
122,0.27748383047572833
123,0.18961414935004836
124,0.25461327763640523
125,0.2685934321636869
126,1.1981540104562682
127,0.2747393486199616
128,-1.037759798647714
129,1.3942742918440625
130,-0.21850506735456904
131,0.2769896474578432
132,0.27504099413239824
133,1.2800609699114749
134,-0.22832780812583825
135,0.2575282918979628
136,0.6408818657608801
137,0.21439285309668832
138,-0.15937322663220688
139,0.24516719616032892
140,-1.4055719401797422
141,0.2774015528529545
142,1.3757878189213104
143,1.1097183522388228
144,0.2615678780425335
145,0.263321792963872
146,0.2668777954871087
147,-0.09738303261561532
148,1.4111405527582843
149,0.2761322270491933
150,0.27754481481755633
151,0.2323653026095967
152,0.24851966215586438
153,0.27714155274329333
154,1.3499557164563267
155,0.2740109154914346
156,0.27251224547376823
157,0.2752081276803
158,0.26039128216421586
159,0.11571914994773269
160,0.16563401170595315
161,0.04778714842334758
162,0.21356326076472318
163,0.26475635331213854
