,id_scenario,threshold,metric,value_metric,acc_test,acc_train_mean,acc_train_sd,log_loss_test,log_loss_train_mean,log_loss_train_sd,portion_pos,portion_unpr
0,0,"[0,5) 
 [-1.44,-0.55)",Equalized Odd,0.9324324324324325,0.6734411085450347,0.6470596316321424,0.0111163406848444,0.6216418723018295,0.6416777784005545,0.6416777784005545,0.46788990825688076,0.5871559633027523
1,0,"[5,10) 
 [-0.55,-0.38)",Equalized Odd,0.7907801418439716,0.6734411085450347,0.6470596316321424,0.0111163406848444,0.6216418723018295,0.6416777784005545,0.6416777784005545,0.5462962962962963,0.4537037037037037
2,0,"[10,15) 
 [-0.38,-0.28)",Equalized Odd,0.7559523809523809,0.6734411085450347,0.6470596316321424,0.0111163406848444,0.6216418723018295,0.6416777784005545,0.6416777784005545,0.4537037037037037,0.4722222222222222
3,0,"[15,20) 
 [-0.28,-0.2)",Equalized Odd,0.6802005012531329,0.6734411085450347,0.6470596316321424,0.0111163406848444,0.6216418723018295,0.6416777784005545,0.6416777784005545,0.5277777777777778,0.4351851851851852
4,0,"[20,25) 
 [-0.2,-0.14)",Equalized Odd,0.49243061396131205,0.6734411085450347,0.6470596316321424,0.0111163406848444,0.6216418723018295,0.6416777784005545,0.6416777784005545,0.36936936936936937,0.36936936936936937
5,0,"[25,30) 
 [-0.14,-0.07)",Equalized Odd,0.15556251740462268,0.6734411085450347,0.6470596316321424,0.0111163406848444,0.6216418723018295,0.6416777784005545,0.6416777784005545,0.4351851851851852,0.49074074074074076
6,0,"[30,35) 
 [-0.07,-0.02)",Equalized Odd,0.06316839390843186,0.6734411085450347,0.6470596316321424,0.0111163406848444,0.6216418723018295,0.6416777784005545,0.6416777784005545,0.3867924528301887,0.46226415094339623
7,0,"[35,40) 
 [-0.02,0.02)",Equalized Odd,0.09491671937592241,0.6734411085450347,0.6470596316321424,0.0111163406848444,0.6216418723018295,0.6416777784005545,0.6416777784005545,0.39814814814814814,0.4537037037037037
8,0,"[40,45) 
 [0.02,0.06)",Equalized Odd,0.03321870015948963,0.6734411085450347,0.6470596316321424,0.0111163406848444,0.6216418723018295,0.6416777784005545,0.6416777784005545,0.48148148148148145,0.5277777777777778
9,0,"[45,50) 
 [0.06,0.1)",Equalized Odd,0.2534587041156841,0.6734411085450347,0.6470596316321424,0.0111163406848444,0.6216418723018295,0.6416777784005545,0.6416777784005545,0.44545454545454544,0.5454545454545454
10,0,"[50,55) 
 [0.1,0.13)",Equalized Odd,0.2530425963488844,0.6734411085450347,0.6470596316321424,0.0111163406848444,0.6216418723018295,0.6416777784005545,0.6416777784005545,0.34579439252336447,0.5887850467289719
11,0,"[55,60) 
 [0.13,0.17)",Equalized Odd,0.623144399460189,0.6734411085450347,0.6470596316321424,0.0111163406848444,0.6216418723018295,0.6416777784005545,0.6416777784005545,0.46296296296296297,0.7129629629629629
12,0,"[60,65) 
 [0.17,0.2)",Equalized Odd,0.7296604296604297,0.6734411085450347,0.6470596316321424,0.0111163406848444,0.6216418723018295,0.6416777784005545,0.6416777784005545,0.48148148148148145,0.5833333333333334
13,0,"[65,70) 
 [0.2,0.23)",Equalized Odd,0.70625,0.6734411085450347,0.6470596316321424,0.0111163406848444,0.6216418723018295,0.6416777784005545,0.6416777784005545,0.5648148148148148,0.6296296296296297
14,0,"[70,75) 
 [0.23,0.28)",Equalized Odd,0.8052364864864865,0.6734411085450347,0.6470596316321424,0.0111163406848444,0.6216418723018295,0.6416777784005545,0.6416777784005545,0.5137614678899083,0.5137614678899083
15,0,"[75,80) 
 [0.28,0.32)",Equalized Odd,0.9103535353535352,0.6734411085450347,0.6470596316321424,0.0111163406848444,0.6216418723018295,0.6416777784005545,0.6416777784005545,0.5092592592592593,0.5740740740740741
16,0,"[80,85) 
 [0.32,0.37)",Equalized Odd,0.9095238095238095,0.6734411085450347,0.6470596316321424,0.0111163406848444,0.6216418723018295,0.6416777784005545,0.6416777784005545,0.49074074074074076,0.5277777777777778
17,0,"[85,90) 
 [0.37,0.42)",Equalized Odd,0.9299999999999999,0.6734411085450347,0.6470596316321424,0.0111163406848444,0.6216418723018295,0.6416777784005545,0.6416777784005545,0.3611111111111111,0.32407407407407407
18,0,"[90,95) 
 [0.42,0.47)",Equalized Odd,0.9864864864864865,0.6734411085450347,0.6470596316321424,0.0111163406848444,0.6216418723018295,0.6416777784005545,0.6416777784005545,0.46296296296296297,0.37962962962962965
19,0,"[95,100) 
 [0.47,0.63)",Equalized Odd,1.0,0.6734411085450347,0.6470596316321424,0.0111163406848444,0.6216418723018295,0.6416777784005545,0.6416777784005545,0.5321100917431193,0.43119266055045874
20,0,"[0,5) 
 [-1.44,-0.55)",Equalized Opportunity,0.8648648648648649,0.6734411085450347,0.6470596316321424,0.0111163406848444,0.6216418723018295,0.6416777784005545,0.0056245051448705,0.46788990825688076,0.5871559633027523
21,0,"[5,10) 
 [-0.55,-0.38)",Equalized Opportunity,0.8315602836879432,0.6734411085450347,0.6470596316321424,0.0111163406848444,0.6216418723018295,0.6416777784005545,0.0056245051448705,0.5462962962962963,0.4537037037037037
22,0,"[10,15) 
 [-0.38,-0.28)",Equalized Opportunity,0.75,0.6734411085450347,0.6470596316321424,0.0111163406848444,0.6216418723018295,0.6416777784005545,0.0056245051448705,0.4537037037037037,0.4722222222222222
23,0,"[15,20) 
 [-0.28,-0.2)",Equalized Opportunity,0.6761904761904762,0.6734411085450347,0.6470596316321424,0.0111163406848444,0.6216418723018295,0.6416777784005545,0.0056245051448705,0.5277777777777778,0.4351851851851852
