id_scenario,acc_train_mean,acc_train_sd,acc_test,f1_train_mean,f1_train_sd,f1_test,log_loss_train_mean,log_loss_train_sd,log_loss_test,demp,eqopp,eqodd
0,0.830779326812261,0.003391513227159462,0.8347767336158712,0.5704424467453982,0.010052484160111983,0.579293087269315,0.360170227761988,0.006524424071736425,0.3521060705974942,0.15276401063594514,0.2004206055053513,0.12701934147560862
1,0.8451215646574928,0.0035155883049770415,0.8481051532461151,0.6367727651542008,0.009417655346057525,0.6363770033818555,0.3308226496857268,0.007127172755418285,0.3259309470706253,0.17558390176936226,0.12006413192853865,0.09901167566755877
2,0.8500048287473437,0.005523976421031566,0.8512376389656655,0.6560403261957589,0.012613569544649688,0.6560636182902585,0.32390942773928755,0.006642079805994271,0.31912281399909986,0.182288695180702,0.09283096655978018,0.08825674311208684
3,0.8515710263464754,0.0031758664871938966,0.8517904305632332,0.6591414799152644,0.013217523831021075,0.6514516827964755,0.32181292446803633,0.005512242192181234,0.3177808679818221,0.1829461038054384,0.12999416982467832,0.10516882992534096
4,0.8437702840397451,0.004738324823259035,0.8459554081444629,0.6465140139525695,0.015484995219092438,0.6358885017421603,0.33516655104783083,0.010911974294507703,0.3330761377666063,0.1387940391418272,-0.002083246574771991,0.027614728488311414
5,0.7602653839929289,0.0024171956087212136,0.7637737239727289,0.00897196261682243,0.02006191830280185,0.0,0.5515593509763308,0.0032674461159788695,0.5591147222237182,0.0,0.0,0.0
6,0.8434632436129442,0.004330486720643287,0.8462625145875561,0.619395780515316,0.011708698974639775,0.6205851144459602,0.33421051910627275,0.005471627050617052,0.3297134580456403,0.16758477620793294,0.15620393120393117,0.11186866129459856
7,0.8475478357214884,0.003736624455197621,0.8503777409250046,0.6478698141498856,0.009386469433400406,0.6483833718244804,0.3255536006141187,0.005111843934823915,0.3214025535437517,0.17925827633685656,0.1072096364469246,0.09385086582655522
8,0.8524616520125502,0.004580692040452116,0.8498863706160555,0.66779806454046,0.009199259866139398,0.6580861779518746,0.32373032046598743,0.006582434496421751,0.31884117514149585,0.17462670747379994,0.057681255986340774,0.06828932809120244
9,0.8498819503310521,0.0038533137653177525,0.8484122596892083,0.659610156537143,0.017262198915842793,0.6536626438394612,0.3292636540059093,0.008307410871587302,0.32344974601638266,0.16181551995972285,0.020586765502019655,0.04574576316154233
10,0.844968171764579,0.005439434981180974,0.8473066764940729,0.6498275894144803,0.017403549263129203,0.6199938856618771,0.33706215210192364,0.013380738270940827,0.3279331230180091,0.15947828222759658,0.1083256985799359,0.08725490087553812
11,0.7599889712165161,0.0017992989157946022,0.768994533505313,0.006524466750313676,0.014589151170638527,0.04324599338590689,0.5470686731613155,0.007553675752058226,0.5482985833818361,0.003955203877696822,-0.0019229167534252287,0.0009614583767126143
12,0.8462272770656004,0.004667835346435638,0.8491493151526319,0.6364858521274284,0.011946045605290044,0.6363636363636365,0.32925178763559637,0.005392982966644572,0.3254146309667643,0.17568087476470162,0.13747969849664765,0.10646156877604082
13,0.8524924022678514,0.004589586555463823,0.8520975370063264,0.6649179876003717,0.01074639155556117,0.6596947427925381,0.3183002147696572,0.005011235062539382,0.31548836822195536,0.16274244522783815,0.036136675967184395,0.052104491154890444
14,0.8435551878665651,0.0066440543715744985,0.8434985565997175,0.6566224457586481,0.01227419248604564,0.6509589041095891,0.3613524092207353,0.0059133231805374485,0.3483826694866022,0.1634570796401553,0.03301961437554657,0.051681147136645914
15,0.8452752640626892,0.005572074414440766,0.8460168294330815,0.6631071046091103,0.01327836021534039,0.6383960767344584,0.3683995422637654,0.019101846314507807,0.3650272744761762,0.1376832575588488,0.006982676050472647,0.028125988147283672
16,0.8455823044894901,0.004962892292092037,0.8467538848965052,0.644635032701298,0.032442124934492673,0.6057829040922736,0.33374140757835674,0.009040033144708649,0.3283489475719123,0.16669026020152855,0.20036334485487034,0.13232133331253731
17,0.7673905637977494,0.005418371378548784,0.7689331122166944,0.06654360378171299,0.04096064113019851,0.043234994913530014,0.5897987876031464,0.09170701548727472,0.5262425459506135,0.0040472849090043735,-0.0019229167534252287,0.001027213242572688
